1.000000000000000000e+00,1.045642997135534387e+02,6.523712138883904288e+01
2.000000000000000000e+00,9.966666666666667140e+01,7.022222222222222854e+01
3.000000000000000000e+00,1.061166543665436706e+02,8.297901168496557034e+01
4.000000000000000000e+00,1.066879014476080982e+02,8.337901094455834539e+01
5.000000000000000000e+00,1.084064598656859602e+02,7.466956278990932105e+01
6.000000000000000000e+00,1.070891812865497030e+02,9.198110393718657463e+01
7.000000000000000000e+00,9.406666666666666288e+01,3.859555555555555628e+01
8.000000000000000000e+00,1.296666666666666572e+02,6.422222222222221433e+01
9.000000000000000000e+00,1.216666666666666714e+02,1.102222222222222285e+02
1.000000000000000000e+01,1.206666666666666714e+02,1.028888888888888715e+02
1.100000000000000000e+01,1.050000000000000000e+02,1.304444444444444571e+02
1.200000000000000000e+01,1.070600740639144135e+02,9.226466706350369407e+01
1.300000000000000000e+01,1.065147153796475692e+02,8.786958233203674240e+01
1.400000000000000000e+01,9.597701149425287781e+01,7.059717267802879803e+01
1.500000000000000000e+01,1.039615569437770262e+02,8.517231678143625118e+01
1.600000000000000000e+01,1.100439617274372921e+02,7.407642268071778346e+01
1.700000000000000000e+01,1.054287080801260430e+02,8.121554541624576018e+01
1.800000000000000000e+01,1.033333333333333286e+02,3.948888888888889142e+02
1.900000000000000000e+01,1.506666666666666572e+02,1.715555555555555713e+02
2.000000000000000000e+01,2.243333333333333428e+02,1.562222222222222001e+02
2.100000000000000000e+01,9.138518518518517908e+01,6.945163237311383853e+01
2.200000000000000000e+01,9.833939393939394336e+01,5.715602387511477644e+01
2.300000000000000000e+01,8.800000000000000000e+01,3.086666666666666856e+02
2.400000000000000000e+01,1.013520644029969731e+02,6.850820433062030190e+01
2.500000000000000000e+01,1.203333333333333286e+02,2.288888888888888573e+01
2.600000000000000000e+01,9.744444444444444287e+01,2.673580246913580254e+02
2.700000000000000000e+01,9.200000000000000000e+01,4.600000000000000000e+01
2.800000000000000000e+01,1.120952380952381020e+02,3.936099773242630704e+02
2.900000000000000000e+01,1.523333333333333428e+02,2.815555555555555998e+02
3.000000000000000000e+01,2.293333333333333428e+02,1.031111111111111001e+02
3.100000000000000000e+01,1.340000000000000000e+02,2.400000000000000000e+01
3.200000000000000000e+01,1.366666666666666572e+02,1.422222222222222321e+01
3.300000000000000000e+01,1.327777777777777715e+02,4.972839506172838497e+01
3.400000000000000000e+01,1.061887623386484449e+02,8.368074438062160425e+01
3.500000000000000000e+01,1.040389610389610340e+02,8.098212802108903929e+01
3.600000000000000000e+01,1.094939665239392781e+02,9.095815095930493044e+01
3.700000000000000000e+01,1.556666666666666572e+02,1.135555555555555429e+02
3.800000000000000000e+01,1.080000000000000000e+02,5.266666666666666430e+01
3.900000000000000000e+01,1.051721637426900600e+02,6.177480409014739848e+01
4.000000000000000000e+01,1.183333333333333286e+02,1.415555555555555713e+02
4.100000000000000000e+01,1.200000000000000000e+02,6.466666666666667140e+01
4.200000000000000000e+01,1.026190208216094533e+02,7.999397823210567537e+01
4.300000000000000000e+01,1.025181080546210239e+02,7.720276926835586551e+01
4.400000000000000000e+01,1.040000691706439824e+02,7.555972884629102282e+01
4.500000000000000000e+01,1.583333333333333428e+02,1.362222222222222001e+02
4.600000000000000000e+01,1.135333333333333314e+02,5.693155555555554201e+02
4.700000000000000000e+01,9.716666666666667140e+01,1.028055555555555571e+02
4.800000000000000000e+01,1.223333333333333286e+02,1.102222222222222285e+02
4.900000000000000000e+01,1.000749117741417962e+02,7.478216493446835500e+01
5.000000000000000000e+01,1.553333333333333428e+02,1.118888888888888999e+02
5.100000000000000000e+01,2.338333333333333428e+02,6.402777777777777146e+01
5.200000000000000000e+01,1.226666666666666714e+02,3.148888888888888573e+02
5.300000000000000000e+01,1.365430107526881613e+02,1.382481500751532053e+02
5.400000000000000000e+01,1.362708333333333428e+02,1.366558159722222285e+02
5.500000000000000000e+01,1.095000000000000000e+02,4.225000000000000000e+01
5.600000000000000000e+01,1.103333333333333286e+02,2.822222222222221788e+01
5.700000000000000000e+01,1.086666666666666714e+02,4.322222222222222854e+01
5.800000000000000000e+01,1.073333333333333286e+02,4.822222222222222854e+01
5.900000000000000000e+01,1.216666666666666714e+02,5.155555555555556424e+01
6.000000000000000000e+01,1.193333333333333286e+02,4.022222222222222143e+01
6.100000000000000000e+01,1.318333333333333428e+02,9.347222222222222854e+01
6.200000000000000000e+01,1.063576683644595420e+02,7.290772699131950674e+01
6.300000000000000000e+01,1.046666666666666714e+02,6.006083893691963027e+01
6.400000000000000000e+01,1.226666666666666714e+02,6.688888888888889994e+01
6.500000000000000000e+01,1.207777777777777715e+02,4.661728395061728492e+01
6.600000000000000000e+01,1.211666666666666714e+02,8.080555555555555713e+01
6.700000000000000000e+01,1.216666666666666714e+02,7.188888888888889994e+01
6.800000000000000000e+01,1.440000000000000000e+02,2.866666666666666785e+01
6.900000000000000000e+01,1.473333333333333428e+02,3.288888888888888573e+01
7.000000000000000000e+01,1.438333333333333428e+02,5.080555555555555003e+01
7.100000000000000000e+01,1.336666666666666572e+02,6.562222222222221717e+02
7.200000000000000000e+01,1.121600378787878753e+02,7.382192575614095631e+01
7.300000000000000000e+01,1.180000000000000000e+02,3.266666666666666430e+01
7.400000000000000000e+01,1.210000000000000000e+02,2.000000000000000000e+00
7.500000000000000000e+01,1.203333333333333286e+02,5.755555555555556424e+01
7.600000000000000000e+01,1.250000000000000000e+02,1.220000000000000000e+02
7.700000000000000000e+01,1.330000000000000000e+02,3.726666666666666856e+02
7.800000000000000000e+01,1.193333333333333286e+02,4.202222222222221717e+02
7.900000000000000000e+01,1.082559461042765037e+02,8.799371830523818971e+01
8.000000000000000000e+01,1.051160284578363644e+02,8.690765060057118774e+01
8.100000000000000000e+01,1.410000000000000000e+02,1.479523809523809632e+02
8.200000000000000000e+01,1.468666666666666742e+02,8.269155555555554429e+02
8.300000000000000000e+01,9.300000000000000000e+01,2.900000000000000000e+02
8.400000000000000000e+01,1.206666666666666714e+02,3.622222222222222143e+01
8.500000000000000000e+01,1.190000000000000000e+02,1.066666666666666607e+01
8.600000000000000000e+01,1.200000000000000000e+02,4.200000000000000000e+01
8.700000000000000000e+01,1.186666666666666714e+02,3.488888888888889284e+01
8.800000000000000000e+01,1.071153310104529623e+02,8.679238981493847405e+01
8.900000000000000000e+01,1.347727272727272805e+02,1.337614784205693468e+02
9.000000000000000000e+01,2.350000000000000000e+02,8.266666666666667140e+01
9.100000000000000000e+01,1.056790123456790127e+02,2.024401768023167563e+02
9.200000000000000000e+01,1.183333333333333286e+02,3.755555555555555003e+01
9.300000000000000000e+01,1.220000000000000000e+02,5.600000000000000000e+01
9.400000000000000000e+01,1.205000000000000000e+02,3.858333333333333570e+01
9.500000000000000000e+01,1.206666666666666714e+02,1.688888888888888928e+01
9.600000000000000000e+01,1.196666666666666714e+02,3.655555555555555713e+01
9.700000000000000000e+01,1.190000000000000000e+02,2.866666666666666785e+01
9.800000000000000000e+01,1.236666666666666714e+02,1.162222222222222285e+02
9.900000000000000000e+01,1.351510416666666572e+02,1.344823947482638857e+02
1.000000000000000000e+02,2.353333333333333428e+02,9.955555555555554292e+01
1.010000000000000000e+02,1.260000000000000000e+02,1.306666666666666572e+02
1.020000000000000000e+02,1.230000000000000000e+02,1.166666666666666714e+02
1.030000000000000000e+02,1.217500000000000000e+02,8.835416666666667140e+01
1.040000000000000000e+02,1.295416666666666572e+02,1.558315972222222285e+02
1.050000000000000000e+02,1.022195121951219505e+02,7.867981439619275363e+01
1.060000000000000000e+02,1.210000000000000000e+02,1.316666666666666572e+02
1.070000000000000000e+02,1.203333333333333286e+02,2.755555555555555713e+01
1.080000000000000000e+02,1.226666666666666714e+02,2.822222222222222499e+01
1.090000000000000000e+02,1.341126760563380174e+02,1.293394167823844327e+02
1.100000000000000000e+02,2.360000000000000000e+02,8.866666666666667140e+01
1.110000000000000000e+02,9.666666666666667140e+01,6.222222222222221717e+02
1.120000000000000000e+02,1.250000000000000000e+02,8.866666666666667140e+01
1.130000000000000000e+02,1.303333333333333428e+02,2.668888888888889142e+02
1.140000000000000000e+02,1.308333333333333428e+02,2.348055555555555429e+02
1.150000000000000000e+02,1.289333333333333371e+02,2.312622222222222774e+02
1.160000000000000000e+02,2.370000000000000000e+02,1.073333333333333286e+02
1.170000000000000000e+02,1.263333333333333286e+02,8.022222222222222854e+01
1.180000000000000000e+02,1.213333333333333286e+02,1.082222222222222285e+02
1.190000000000000000e+02,1.200000000000000000e+02,2.066666666666666785e+01
1.200000000000000000e+02,1.243333333333333286e+02,4.822222222222222854e+01
1.210000000000000000e+02,1.260000000000000000e+02,5.600000000000000000e+01
1.220000000000000000e+02,1.253333333333333286e+02,6.022222222222222854e+01
1.230000000000000000e+02,1.640000000000000000e+02,7.326666666666666288e+02
1.240000000000000000e+02,1.193333333333333286e+02,6.822222222222222854e+01
1.250000000000000000e+02,1.216666666666666714e+02,5.355555555555555003e+01
1.260000000000000000e+02,1.210000000000000000e+02,7.266666666666667140e+01
1.270000000000000000e+02,1.186666666666666714e+02,3.288888888888888573e+01
1.280000000000000000e+02,1.206666666666666714e+02,6.422222222222222854e+01
1.290000000000000000e+02,1.190000000000000000e+02,5.066666666666666430e+01
1.300000000000000000e+02,1.216666666666666714e+02,1.622222222222222143e+01
1.310000000000000000e+02,1.044614273927392674e+02,8.679616066882060466e+01
1.320000000000000000e+02,2.373333333333333428e+02,1.175555555555555429e+02
1.330000000000000000e+02,1.726666666666666572e+02,2.935555555555555998e+02
1.340000000000000000e+02,1.300000000000000000e+02,1.113333333333333286e+02
1.350000000000000000e+02,1.341774193548387188e+02,1.389523933402705609e+02
1.360000000000000000e+02,2.376666666666666572e+02,1.388888888888888857e+02
